rid,preferred_name,definition,synonyms,acronyms
RID50229,Right part of apical part of anterior fibromuscular stroma of prostate,,Right apical anterior fibromuscular stroma of prostate; Structure of apical part of anterior fibromuscular stroma of right half prostate,
RID50230,Male external urethral sphincter,[PI-RADS] Surrounds the whole length of the membranous portion of the urethra and is enclosed in the fascia of the urogenital diaphragm,Structure of male external urethral sphincter,
RID50231,female external urethral sphincter,,,
RID50232,right seminal vesicle,,Structure of right seminal vesicle,
RID50233,left seminal vesicle,,Structure of left seminal vesicle,
RID50234,branch of left marginal artery,,,
RID50237,extracapsular breast implant rupture,,,
RID50238,pulmonary nodule impression,,lung nodule summary; pulmonary nodule summary,
RID50239,3-month follow-up procedure,,3 month f-u; 3 month follow up; 3 month follow-up; 3-month follow up; 3-month follow-up,
RID5024,web,,,
RID50240,denervation procedure,"The resection or removal of the nerve to an organ or part. (Dorland, 28th ed) [MeSH]",,
RID50241,central venous catheter without port or pump,,,
RID50242,central venous catheter with port or pump,,,
RID50243,imaging visualization device,,,
RID50244,cystourethrography chain,,,
RID50245,1.5h post,,1.5 hr post; 1.5hr post; 90 min post; 90m post,
RID50246,15m post,,15 min post; 15min post,
RID50247,1h post,,1 hr post; 1hr post,
RID50248,2h post,,2 hr post; 2hr post,
RID50249,30m post,,.5h post; 0.5h post; 30 min post; 30min post,
RID50250,45m post,,45 min post; 45min post,
RID50251,48h post,,2 days post; 48 hr post; 48 hrs post; 48hr post,
RID50252,via fistula,,,
RID50253,intra vas deferens,,,
RID50254,intra lacrimal duct,,,
RID50255,intralaryngeal,,intra-laryngeal; intral larynx,
RID50256,intra-stent,,intra stent,
RID50257,percutaneous intraperitoneal,,,
RID50258,percutaneous transhepatic,,,
RID50259,retrograde intrabiliary,,,
RID50260,stereotactic radiography,,,
RID50261,non-actionable finding,,,
RID50262,lateral hyperextension view,,,
RID50263,patency of biliary structures,,,
RID50264,renin sampling,,,
RID50265,10m post,,10 min post; 10min post,
RID50266,renal vessel,,blood vessel of kidney,
RID50267,head artery,,,
RID50268,intracranial vessel,,,
RID50269,femoral vessel,,,
RID5027,Schatzki ring,a lower esophageal mucosal ring that causes intermittent dysphagia,,
RID50270,adrenal vessel,,,
RID50271,extremity vessel,,,
RID50272,peripheral artery,,,
RID50273,spinal artery,,,
RID50274,set of pelvic lymphatic vessels,,pelvic lymphatic vessels,
RID50275,set of extremity lymphatic vessels,,extremity lymphatic vessels,
RID50276,set of pelvic arteries,,palvic arteries; pelvis arteries; set of pelvis arteries,
RID50277,st of urinary bladder arteries,,urinary bladder arteries,
RID50278,set of peripheral arteries,,peripheral arteries,
RID50279,set of orbit veins,,orbit veins; veins of orbit,
RID50280,set of vertebral vessels,,vertebral vessels,
RID50281,spinal vessel,,,
RID50282,vasoconstrictor,,,
RID50283,cerebral artery,,,
RID50284,mesenteric artery,,,
RID50285,thoracic artery,,,
RID50286,set of intraosseous veins,,intraosseous veins,
RID5029,central spinal stenosis,,,
RID5030,mild central spinal stenosis,less than 1/3 decrease in canal area,,
RID5031,moderate central spinal stenosis,1/3-2/3 decrease in canal area,,
RID5032,severe central spinal stenosis,greater than 2/3 decrease in canal area,,
RID50328,air gap breast view,,,
RID50329,rolled breast view,,rolled breast imaging view; rolled view,
RID5033,subarticular spinal stenosis,,,
RID50330,deep drainage,,,
RID50331,greater than or equal to 21,,,
RID50332,central venous pericatheter obstruction,,,
RID50333,nephroureteral stent,,,
RID50334,peritoneovenous shunt,,,
RID50335,platelet-rich plasma,,,
RID50336,port,,,
RID50337,tunneled catheter,,,
RID50338,non-tunneled central venous catheter,,,
RID50339,non-tunneled central venous catheter without port,,,
RID5034,foraminal spinal stenosis,,,
RID50340,tunneled central venous catheter without port,,,
RID50341,jejunostomy tube,,,
RID50342,lower leg vessel,,blood vessel of lower leg; lower leg blood vessel,
RID50343,central venous catheter lumen obstruction,,,
RID50344,lobe of thyroid gland,,,
RID50346,ResourceAssigned,,resource assigned,
RID50347,object manipulation,,,
RID50349,object removal,,,
RID50350,catheter portion only of central venous catheter with port,,,
RID50351,ACRCat1ActionableFindingNotification,For ACR Cat 1 Actionable Finding (The time when) a critical finding (JC definition) is communicated to physician taking care of patient,,
RID50352,ACRCat2ActionableFindingNotification,For ACR Cat 2 Actionable Finding (The time when) a critical finding (JC definition) is communicated to physician taking care of patient,,
RID50353,ACRCat3ActionableFindingDelegation,For ACR Cat 3 Actionable Finding (The time when) a critical finding (JC definition) is communicated to physician taking care of patient,,
RID50358,endovascular device,,,
RID50359,object repositioning,,,
RID50360,vascular stent-graft,,covered stent; endograft,
RID50361,vascular stent,"Uncovered stent only.  A covered stent is under ""vascular stent-graft"" RID50360.",,
RID50362,set of hepatic vessels,,hepatic vessels,
RID50363,set of mesenteric vessels,,mesenteric vessels,
RID50365,visceral fat,,,
RID50366,subcutaneous fat,,subQ fat,
RID50367,sunrise 20 degrees view,,,
RID50368,sunrise 40 degrees view,,,
RID50369,sunrise 60 degrees view,,,
RID5037,thrombus,,,
RID50370,Merchant 30 degrees view,,Merchants 30 degrees view,
RID50371,Merchant 45 degrees view,,Merchants 45 degrees view,
RID50372,Merchant 60 degrees view,,Merchants 60 degrees view,
RID50373,trans-scapular view,,transcapular view; transscapular view,
RID50374,qualitative,,,
RID50375,quantitative,,,
RID50376,bone density,,,
RID50377,set of hepatic veins,,hepatic veins,
RID50378,set of visceral vessels,,visceral vessels,
RID50379,set of ankle arteries,,ankle arteries,
RID50380,set of lower extremity arteries,,lower extremity arteries,
RID50381,set of upper extremity arteries,,upper extremity arteries,
RID50382,neck artery,,artery of neck,
RID50383,neck vessel,,blood vessel of neck; vessel of neck,
RID50384,set of pedal lymphatic vessels,,pedal lymphatic vessels,
RID50385,long feeding tube,,,
RID50386,oblique upright view,,,
RID50387,motor function,,,
RID50388,Iodine-131 iodocholesterol,,I-131 NP59; I-131 iodocholesterol,
RID50389,iodine isotope,,isotope of iodine,
RID5039,peptic ulcer,Ulcer that occurs in the regions of the gastrointestinal tract which come into contact with gastric juice containing pepsin and gastric acid. It occurs when there are defects in the mucosa barrier. The common forms of peptic ulcers are associated with helicobacter pylori and the consumption of nonsteroidal anti-inflammatory drugs (nsaids). [MeSH],,
RID50390,intra-ureteral,,intra-ureter,
RID50391,I-123 metaiodobenzylguanidine,,,
RID50392,cervical intervertebral disk,,,
RID50393,set of abdominal arteries,,abdominal arteries,
RID50394,barium paste,,,
RID50395,TNM tumor stage assessment,,,
RID5043,degenerative disorder,,degenerative disease,
RID5045,degeneration,,,
RID5048,demyelinating disease,,demyelination; myelinolysis,
RID5050,central pontine myelinolysis,"A demyelinating condition affecting the pons and characterized clinically by an acute progressive quadriplegia; dysarthria; dysphagia; and alterations of consciousness. Pathologic features include prominent demyelination in the central pons with sparing of axons and neurons. This condition is usually associated with systemic disorders such as hyponatremia; chronic alcoholism; liver failure; severe burns; malignant neoplasms; hemorrhagic pancreatitis; hemodialysis; and sepsis. The rapid medical correction of hyponatremia has been cited as a cause of this condition. (From Adams et al., Principles of Neurology, 6th ed, pp1125-6) [MeSH]",CPM,
RID50510,upper pole of right thyroid lobe,,right thyroid upper,
RID50511,middle pole of right thyroid lobe,,right thyroid middle,
RID50512,lower pole of right thyroid lobe,,right thyroid lower,
RID50513,upper pole of left thyroid lobe,,left thyroid upper,
RID50514,middle pole of left thyroid lobe,,left thyroid middle,
RID50515,lower pole of left thyroid lobe,,left thyroid lower,
RID5052,extrapontine myelinolysis,,EPM,
RID50522,radioembolization,,,
RID50523,venous sclerotherapy,,,
RID50524,excisional biopsy,,,
RID50528,sacral segment of spinal epidural space,,,
RID50529,thrombin,,,
RID50530,dialysis catheter,,,
RID50531,non-thrombolytic therapeutic agent,,,
RID50532,large bore central venous catheter,,,
RID50533,tunneled central venous catheter,,,
RID50534,bitewing view,,,
RID50535,Jones view,,,
RID50536,1 or more views,,,
RID50537,2 spinal levels,,,
RID50538,3 or more spinal levels,,,
RID50539,biphase,,,
RID5054,denervation,,,
RID50540,single area,,,
RID50541,postmortem,,post mortem; post-mortem,
RID50542,gastric emptying,Gastric emptying is a test that measures the time it takes for food to empty from the stomach and enter the small intestine.,,
RID50543,gastric emptying liquid phase,,,
RID50544,gastric emptying solid phase,,,
RID50545,tau protein,,,
RID50546,urodynamics,,,
RID50547,left ventricular function,,left ventricular ejection fraction,
RID50548,right ventricular function,,right ventricular ejection fraction,
RID50549,dialysis,,,
RID50550,kidney function assessment,,,
RID50551,dental measurement,,,
RID50552,new site,,,
RID50553,hemodialysis,,,
RID50554,peritoneal dialysis,,,
RID50555,route descriptor,,,
RID50556,nephrostomy tract,,,
RID50557,axial plantodorsal calcaneus view,,axial plantodorsal view of calcaneus,
RID50558,axial dorsoplantar calcaneus view,,axial dorsoplantar view of calcaneus,
RID50559,weight-bearing axial dorsoplantar calcaneus view,,weight-bearing axial dorsoplantar view of calcaneus,
RID5056,hypoxic-ischemic encephalopathy,,HIE,
RID50560,surgical tract,,,
RID50561,3D printing process,,,
RID50562,binder jetting,,,
RID50563,directed energy deposition,,,
RID50564,material extrusion,,,
RID50565,material jetting,,,
RID50566,powder bed fusion,,,
RID50567,sheet lamination,,,
RID50568,vat photopolymerization,,,
RID50577,distortion observation,,,
RID5058,toxic encephalopathy,,,
RID5059,kernicterus,"A term used pathologically to describe bilirubin staining of the basal ganglia; brain stem; and cerebellum and clinically to describe a syndrome associated with HYPERbilirubinEMIA. Clinical features include athetosis, muscle spasticity or hypotonia, impaired vertical gaze, and deafness. Nonconjugated bilirubin enters the brain and acts as a neurotoxin, often in association with conditions that impair the blood-brain barrier (e.g., sepsis). This condition occurs primarily in neonates (infant, newborn), but may rarely occur in adults. (Menkes, Textbook of Child Neurology, 5th ed, p613) [MeSH]",BIND Bilirubin encephalopathy; bilirubin-induced encephalopathy; bilirubin-induced neurologic dysfunction; kemicterus,
RID50600,hepatobiliary phase hypointensity,Intensity in the hepatobiliary phase less than liver.,hepatobiliary phase defect; hepatobiliary phase hypoenhancement,
RID50606,imaging specialty,,,
RID50607,imaging subspecialty,,,
RID50608,abdominal radiology,,,AB
RID50609,breast imaging,,,BR
RID50610,cardiac radiology,,,CA
RID50611,chest radiology,,,CH
RID50612,emergency radiology,,,ER
RID50613,gastrointestinal radiology,,GI radiology,GI
RID50614,genitourinary radiology,,GU radiology,GU
RID50615,head and neck radiology,,head and neck,HN
RID50616,interventional radiology,,,IR
RID50617,molecular imaging,,,MI
RID50618,musculoskeletal radiology,,,MK
RID50619,neuroradiology,,,NR
RID50620,OB/GYN radiology,,,OB
RID50621,oncologic imaging,,,OI
RID50622,other imaging subspecialty,,,OT
RID50623,pediatric radiology,,,PD
RID50624,imaging quality improvement,,quality improvement,QI
RID50625,imaging research,,,RS
RID50626,vascular imaging,,,VA; VI
RID50628,maximum abduction,,,
RID50629,oblique prone,,,
RID50630,regional lung differential,,,
RID50631,ventricular volume,,,
RID50632,blood flow velocity mapping,,,
RID50633,lung clearance,,pulmonary clearance,
RID50634,physiologic artery study,,,
RID50635,oblique crosstable,,,
RID50636,serial acquisition,,,
RID50638,endocrine surgery,,,
RID50639,thyroidectomy,,,
RID5064,hyperammonemic encephalopathy,,,
RID50640,occlusal view,,,
RID50641,Bernageau view,,,
RID50642,valgus maneuver,,,
RID50643,Canale view,,view Canale,
RID50644,reverse oblique view,,,
RID50645,abduction view,,,
RID50646,pronated oblique view,,,
RID50647,venous mapping,,,
RID50648,stroke mapping,,,
RID50649,seizure mapping,,,
RID5065,Wernicke encephalopathy,"An acute neurological disorder characterized by the triad of ophthalmoplegia, ataxia, and disturbances of mental activity or consciousness. Eye movement abnormalities include nystagmus, external rectus palsies, and reduced conjugate gaze. thiamine deficiency and chronic alcoholism are associated conditions. Pathologic features include periventricular petechial hemorrhages and neuropil breakdown in the diencephalon and brainstem. Chronic thiamine deficiency may lead to korsakoff syndrome. (Adams et al., Principles of Neurology, 6th ed, pp1139-42; Davis & Robertson, Textbook of Neuropathology, 2nd ed, pp452-3) [MeSH]",,
RID50650,cone beam computed tomography,,cone beam CT,
RID50651,slot radiography,,slot-scanning,
RID50652,vasodilator,,,
RID50657,set of cardiac vessels,,cardiac vessels,
RID50659,size in 3 orthogonal dimensions,,,
RID5066,Wallerian degeneration,Degeneration of distal aspects of a nerve axon following injury to the cell body or proximal portion of the axon. The process is characterized by fragmentation of the axon and its myelin sheath. [MeSH],,
RID50660,Bosniak classification,,,
RID50661,Bosniak I,,Bosniak 1,
RID50662,Bosniak II,,Bosniak 2,
RID50663,Bosniak IIF,,Bosniak 2F,
RID50664,Bosniak III,,Bosniak 3,
RID50665,Bosniak IV,,Bosniak 4,
RID50666,<50%,,less than 50 percent; less than half,
RID50667,50-75%,,50 to 75 percent,
RID50668,>75%,,greater than 75 percent,
RID50669,≥50%,,>=50%; greater than or equal to 50 percent,
RID5067,fragmentation,,,
RID50670,partially-ill defined margin,,,
RID50671,diffusely-ill defined margin,,,
RID50672,nephrometry score,,,
RID50673,extent of disease,,,
RID50674,local extent of disease,,,
RID50675,extent of kidney mass,,,
RID50676,invades perirenal fat,,,
RID50677,contacts perirenal fascia,,,
RID50678,invades through perirenal fascia,,,
RID50679,invades central sinus fat,,,
RID50680,invades collecting system,,,
RID50681,invades ipsilateral adrenal,,,
RID50682,invades adjacent organs or structures,,,
RID50683,ipsilateral,,,
RID50684,>70%,,greater than 70 percent,
RID50685,adrenal nodule,,,
RID50686,pararenal lymph node,,,
RID50687,exophytic extent,,,
RID50688,distance from sinus,,nearness to sinus,
RID50689,T1a tumor stage,,T1a,
RID5069,diffuse idiopathic skeletal hyperostosis,A disease of elderly men characterized by large osteophytes that bridge vertebrae and ossification of ligaments and tendon insertions. [MeSH],DISH; Forrestier disease,
RID50690,T1b tumor stage,,T1b,
RID50691,T2a tumor stage,,T2a,
RID50692,T2b tumor stage,,T2b,
RID50695,diffusion weighted imaging,,,
RID50696,lung imaging observation,,,
RID50697,thyroid imaging observation,,,
RID50698,breast imaging observation,,,
RID50699,B line,,,
RID50700,lung assessment,,,
RID50701,lung ultrasound score,,lung US score,
RID50702,lung ultrasound total score,,lung US total score,
RID50703,white lung,,,
RID50704,salivary calculus,,salivary gland stone,
RID50705,right salivary gland,,,
RID50706,left salivary gland,,,
RID50707,lithiasis,,,
RID50708,pathophysiologic production,,,
RID50709,embolus,,,
RID50710,Lung-RADS S,"Significant or Potentially Significant.  Modifier: May add to category 0-4 for clinically significant or potentially clinically
significant findings unrelated to lung cancer.",,
RID50711,CAD-RADS assessment,"Coronary Artery Disease Reporting and Data System: An Expert Consensus Document of the Society of Cardiovascular Computed Tomography (SCCT), the American College of Cardiology (ACC),
the American College of Radiology (ACR), and the North America Society of Cardiovascular Imaging (NASCI)",,
RID50712,CAD-RADS 0,No plaque or stenosis: Degree of maximal coronary stenosis: 0%,,
RID50713,CAD-RADS 1,Minimal stenosis or plaque with no stenosis: : Degree of maximal coronary stenosis: 1-24%,,
RID50714,CAD-RADS 2,Mild stenosis: Degree of maximal coronary stenosis: 25-49%,,
RID50715,CAD-RADS 3,Moderate stenosis: Degree of maximal coronary stenosis: 50-69%,,
RID50716,CAD-RADS 4A,Severe stenosis: Degree of maximal coronary stenosis: 70–99%,,
RID50717,CAD-RADS 5,Total occlusion: Degree of maximal coronary stenosis: 100%,,
RID50718,CAD-RADS N,Non-diagnostic study.  Obstructive CAD cannot be excluded.,,
RID5072,enthesophyte,,,
RID50720,CAD-RADS 4B,Severe stenosis: Left main >=50% or 3- vessel obstructive (>70%) disease,,
RID50721,index lesion,,dominant lesion,
RID50722,high ADC value,,,
RID50723,similar ADC value,,isointense ADC,
RID50724,prostate imaging observation,,,
RID50725,tumor invasion of membranous urethra,,,
RID50727,neck vein,,jugular vein,
RID5074,neuropathic joint,"Chronic progressive degeneration of the stress-bearing portion of a joint, with bizarre hypertrophic changes at the periphery. It is probably a complication of a variety of neurologic disorders, particularly tabes dorsalis, involving loss of sensation, which leads to relaxation of supporting structures and chronic instability of the joint. (Dorland, 27th ed) [MeSH]",Charcot joint,
RID5078,periosteal osteophyte,,,
RID5079,marginal osteophyte,Osteophyte that protrudes from and beyond the outer perimeter of the vertebral end-plate apophysis. AJNR,,
RID5080,osteophytosis,,,
RID5081,central osteophyte,,,
RID5087,disc dessication,,,
RID5088,disc height loss,,,
RID5089,disc bulge,"disc tissue ""circumferentially"" (50-100%) beyond the edges of the ring apophyses",bulging disc,
RID5091,disc protrusion,"if the greatest distance, in any plane, between the edges of the disc material beyond the disc space is less than the distance between the edges of the base in the same plane. the base is defined as the cross-sectional area of disc material at the outer margin of the disc space of origin, where disc material displaced beyond the disc space is continuous with disc material within the disc space. in the cranio-caudal direction, the length of the base cannot exceed, by definition, the height of the intervertebral space.",,
RID5092,focal disc protrusion,less than 25 percent of disc circumference,,
RID5093,broad based disc protrusion,26-50% of disc circumference,,
RID5094,disc extrusion,"present when, in at least one plane, any one distance between the edges of the disc material beyond the disc space is greater than the distance between the edges of the base in the same plane, or when no continuity exists between the disc material beyond the disc space and that within  the disc space",,
RID5095,focal disc extrusion,less than 25 percent of disc circumference,,
RID5096,broad based disc extrusion,26-50% of disc circumference,,
RID5097,sequestrated disc fragment,if the displaced disc material has lost completely any continuity with the parent disc,disc sequestrate; disc sequestration; disc sequestrum; free disc fragment; sequestered disc fragment,
RID5104,migrated disc extrusion,,,
RID5105,intervertebral osteochondrosis,"Degenerative process of the spine involving the vertebral body end-plates, the nucleus pulposus,  and the anulus fibrosus, which is characterized by disc space narrowing, vacuum phenomenon, and vertebral body reactive changes.  Syn: deteriorated disc, chronic discopathy, osteochondrosis. AJNR",chronic discopathy; deteriorated disc,
RID5110,type 1 Endplate marrow change,"Reactive vertebral body modifications associated with disc inflammation and degenerative disc disease, as seen on MR images. Type 1 refers to decreased signal intensity on T1-weighted spin-echo images and increased signal intensity on T2-weighted images, indicating bone marrow edema associated with acute or sub-acute inflammatory changes. Types 2 and 3 indicate chronic changes. Type 2 refers to increased signal intensity on T1-weighted images and isointense or increased signal intensity on T2-weighted images, indicating replacement of normal bone marrow by fat. Type 3 refers to decreased signal intensity on both T1 and T2-weighted images, indicating reactive osteosclerosis. AJNR",Modic 1 endplate marrow change,
RID5112,type 2 Endplate marrow change,"Reactive vertebral body modifications associated with disc inflammation and degenerative disc disease, as seen on MR images. Type 1 refers to decreased signal intensity on T1-weighted spin-echo images and increased signal intensity on T2-weighted images, indicating bone marrow edema associated with acute or sub-acute inflammatory changes. Types 2 and 3 indicate chronic changes. Type 2 refers to increased signal intensity on T1-weighted images and isointense or increased signal intensity on T2-weighted images, indicating replacement of normal bone marrow by fat. Type 3 refers to decreased signal intensity on both T1 and T2-weighted images, indicating reactive osteosclerosis. AJNR",Modic 2 endplate marrow change,
RID5114,type 3 Endplate marrow change,"Reactive vertebral body modifications associated with disc inflammation and degenerative disc disease, as seen on MR images. Type 1 refers to decreased signal intensity on T1-weighted spin-echo images and increased signal intensity on T2-weighted images, indicating bone marrow edema associated with acute or sub-acute inflammatory changes. Types 2 and 3 indicate chronic changes. Type 2 refers to increased signal intensity on T1-weighted images and isointense or increased signal intensity on T2-weighted images, indicating replacement of normal bone marrow by fat. Type 3 refers to decreased signal intensity on both T1 and T2-weighted images, indicating reactive osteosclerosis. AJNR",Modic 3 endplate marrow change,
RID5124,myxomatous degeneration,,,
RID5126,ataxia telangiectasia,"An autosomal recessive inherited disorder characterized by choreoathetosis beginning in childhood, progressive cerebellar ataxia; telangiectasis of conjunctiva and skin; dysarthria; B- and T-cell immunodeficiency, and radiosensitivity to ionizing radiation. Affected individuals are prone to recurrent sinobronchopulmonary infections, lymphoreticular neoplasms, and other malignancies. Serum alpha-fetoproteins are usually elevated. (Menkes, Textbook of Child Neurology, 5th ed, p688) The gene for this disorder (atm) encodes a cell cycle checkpoint protein kinase and has been mapped to chromosome 11 (11q22-q23). [MeSH]",Louis-Barr syndrome,
RID5128,amyotrophic lateral sclerosis,"A degenerative disorder affecting upper motor neurons in the brain and lower motor neurons in the brain stem and spinal cord. Disease onset is usually after the age of 50 and the process is usually fatal within 3 to 6 years. Clinical manifestations include progressive weakness, atrophy, fasciculation, hyperreflexia, dysarthria, dysphagia, and eventual paralysis of respiratory function. Pathologic features include the replacement of motor neurons with fibrous astrocytes and atrophy of anterior spinal nerve roots and corticospinal tracts. (From Adams et al., Principles of Neurology, 6th ed, pp1089-94) [MeSH]",ALS,
RID5130,cerebrotendinous xanthomatosis,"A lipid storage disease, inherited as an autosomal recessive trait, characterized by xanthomas of the tendons, the white matter of the brain, and the lungs, and by spasticity, ataxia, pyramidal paresis, mental retardation, dementia, early cataracts, and atherosclerosis. It is associated with elevated plasma and tissue levels of cholestanol and defective bile synthesis, with the deposition of cholestanol in the central nervous system and myelin of peripheral nerves. The lesions contain cholesterol and dehydrocholesterol. (Dorland, 28th ed) [MeSH]",,
RID5131,Cockayne Syndrome,A syndrome characterized by multiple system abnormalities including dwarfism; photosensitivity disorders; premature aging; and hearing loss. It is caused by mutations of a number of autosomal recessive genes encoding proteins that involve transcriptional-coupled dna repair processes. Cockayne syndrome is classified by the severity and age of onset. Type I (classical; csa) is early childhood onset in the second year of life; type II (congenital; csb) is early onset at birth with severe symptoms; type iii (xeroderma pigmentosum; XP) is late childhood onset with mild symptoms. [MeSH],,
RID5132,cerebellar olivary degeneration,,,
RID5133,cortical basal ganglionic degeneration,,CBGD; cortical-basal ganglionic degeneration; corticobasal ganglionic degeneration,
RID5135,deep grey nuclei disorder,,,
RID5137,Alzheimer disease,"A degenerative disease of the brain characterized by the insidious onset of dementia. Impairment of memory, judgment, attention span, and problem solving skills are followed by severe apraxias and a global loss of cognitive abilities. The condition primarily occurs after age 60, and is marked pathologically by severe cortical atrophy and the triad of senile plaques; neurofibrillary tangles; and neuropil threads. (From Adams et al., Principles of Neurology, 6th ed, pp1049-57) [MeSH]",DAT; dementia Alzheimer type,
RID5140,frontotemporal dementia,"A rare form of dementia that is sometimes familial. Clinical features include aphasia; apraxia; confusion; anomia; memory loss; and personality deterioration. This pattern is consistent with the pathologic findings of circumscribed atrophy of the poles of the frontal lobe and temporal lobe. Neuronal loss is maximal in the hippocampus, entorhinal cortex, and amygdala. Some ballooned cortical neurons contain argentophylic (Pick) bodies. (From Brain Pathol 1998 Apr;8(2):339-54; Adams et al., Principles of Neurology, 6th ed, pp1057-9) [MeSH]",FTD; Pick disease,
RID5142,dementia with Lewy bodies,"A neurodegenerative disease characterized by dementia, mild parkinsonism, and fluctuations in attention and alertness. The neuropsychiatric manifestations tend to precede the onset of bradykinesia, muscle rigidity, and other extrapyramidal signs. delusions and visual hallucinations are relatively frequent in this condition. Histologic examination reveals lewy bodies in the cerebral cortex and brain stem. senile plaques and other pathologic features characteristic of alzheimer disease may also be present. (From Neurology 1997;48:376-380; Neurology 1996;47:1113-1124) [MeSH]",,
RID5143,dementia pugilistica,Conditions characterized by persistent brain damage or dysfunction as sequelae of cranial trauma. This disorder may result from diffuse axonal injury; intracranial hemorrhages; brain edema; and other conditions. Clinical features may include dementia; focal neurologic deficits; persistent vegetative state; akinetic mutism; or coma. [MeSH],boxer syndrome; chronic traumatic encephalopathy; pugilistic Parkinson syndrome; punch-drunk syndrome,
RID5148,multi-infarct dementia,"Loss of higher cortical functions with retained awareness due to multiple cortical or subcortical cerebral infarction. Memory, judgment, attention span, and impulse control are often impaired, and may be accompanied by pseudobulbar palsy; hemiparesis; reflex abnormalities, and other signs of localized neurologic dysfunction. (From Adams et al., Principles of Neurology, 6th ed, p1060) [MeSH]",,
RID5149,Dyke-Davidoff-Masson syndrome,,cerebral hemiatrophy,
RID5152,Friedreich ataxia,"An autosomal recessive disease, usually of childhood onset, characterized pathologically by degeneration of the spinocerebellar tracts, posterior columns, and to a lesser extent the corticospinal tracts. Clinical manifestations include gait ataxia, pes cavus, speech impairment, lateral curvature of spine, rhythmic head tremor, kyphoscoliosis, congestive heart failure (secondary to a cardiomyopathy), and lower extremity weakness. Most forms of this condition are associated with a mutation in a gene on chromosome 9, at band q13, which codes for the mitochondrial protein frataxin. (From Adams et al., Principles of Neurology, 6th ed, p1081; n engl j med 1996 Oct 17;335(16):1169-75) The severity of Friedreich ataxia associated with expansion of gaa repeats in the first intron of the frataxin gene correlates with the number of trinucleotide repeats. (From Durr et al, n engl j med 1996 Oct 17;335(16):1169-75) [MeSH]",,
RID5155,hypertrophic olivary degeneration,,HOD,
RID5157,Machado-Joseph disease,"A dominantly-inherited ataxia first described in people of Azorean and Portuguese descent, and subsequently identified in Brazil, Japan, China, and Australia. This disorder is classified as one of the SPINOCEREBELLAR ataxiaS (Type 3) and has been associated with a mutation of the mjd1 gene on chromosome 14. Clinical features include progressive ataxia, dysarthria, postural instability, nystagmus, eyelid retraction, and facial fasciculations. dystonia is prominent in younger patients (referred to as Type i machado-Joseph Disease). Type II features ataxia and ocular signs; Type iii features muscular atrophy and a sensorimotor neuropathy; and Type IV features extrapyramidal signs combined with a sensorimotor neuropathy. (From Clin Neurosci 1995;3(1):17-22; Ann Neurol 1998 Mar;43(3):288-96) [MeSH]",,
RID5161,neurosyphilis,"Infections of the central nervous system caused by treponema pallidum which present with a variety of clinical syndromes. The initial phase of infection usually causes a mild or asymptomatic meningeal reaction. The meningovascular form may present acutely as brain infarction. The infection may also remain subclinical for several years. Late syndromes include general paresis; tabes dorsalis; meningeal syphilis; syphilitic optic atrophy; and spinal syphilis. General paresis is characterized by progressive dementia; dysarthria; tremor; myoclonus; seizures; and Argyll-Robertson pupils. (Adams et al., Principles of Neurology, 6th ed, pp722-8) [MeSH]",,
RID5162,olivopontocerebellar degeneration,"A group of inherited and sporadic disorders which share progressive ataxia in combination with atrophy of the cerebellum; pons; and inferior olivary nuclei. Additional clinical features may include muscle rigidity; nystagmus, pathologic; retinal degeneration; muscle spasticity; dementia; urinary incontinence; and ophthalmoplegia. The familial form has an earlier onset (second decade) and may feature spinal cord atrophy. The sporadic form tends to present in the fifth or sixth decade, and is considered a clinical subtype of multiple system atrophy. (From Adams et al., Principles of Neurology, 6th ed, p1085) [MeSH]",,
RID5163,Parkinson disease,"A progressive, degenerative neurologic disease characterized by a tremor that is maximal at rest, retropulsion (i.e. a tendency to fall backwards), rigidity, stooped posture, slowness of voluntary movements, and a masklike facial expression. Pathologic features include loss of melanin containing neurons in the substantia nigra and other pigmented nuclei of the brainstem. lewy bodies are present in the substantia nigra and locus coeruleus but may also be found in a related condition (lewy body disease, diffuse) characterized by dementia in combination with varying degrees of parkinsonism. (Adams et al., Principles of Neurology, 6th ed, p1059, pp1067-75) [MeSH]",,
RID5164,,,,
RID5165,progressive supranuclear palsy,"A degenerative disease of the central nervous system characterized by balance difficulties; ocular motility disorders (supranuclear ophthalmoplegia); dysarthria; swallowing difficulties; and axial dystonia. Onset is usually in the fifth decade and disease progression occurs over several years. Pathologic findings include neurofibrillary degeneration and neuronal loss in the dorsal mesencephalon; subthalamic nucleus; red nucleus; pallidum; dentate nucleus; and vestibular nuclei. (From Adams et al., Principles of Neurology, 6th ed, pp1076-7) [MeSH]",,
RID5166,Rett syndrome,"An inherited neurological developmental disorder that is associated with X-linked inheritance and may be lethal in utero to hemizygous males. The affected female is normal until the age of 6-25 months when progressive loss of voluntary control of hand movements and communication skills; ataxia; seizures; autistic behavior; intermittent hyperventilation; and hyperammonemia appear. (From Menkes, Textbook of Child Neurology, 5th ed, p199) [MeSH]",,
RID5167,subacute combined degeneration of spinal cord,,,
RID5168,vacuolar myelopathy of HIV,,,
RID5169,Wernig-Hoffman disease,,,
RID5170,phthisis bulbi,atrophy and degeneration which is the end stage response to a number of severe ocular diseases.,,
RID5176,infarction of spleen causing small nonfunctioning spleen,,autosplenectomy; infarction of spleen causing small non-functioning spleen,
