pmid,title,journal,year,abstract,text_length
37171492,"Atypical primary central nervous system lymphoma and glioblastoma: multiparametric differentiation based on non-enhancing volume, apparent diffusion coefficient, and arterial spin labeling.",European radiology,2023,"To evaluate the multiparametric diagnostic performance with non-enhancing tumor volume, apparent diffusion coefficient (ADC), and arterial spin labeling (ASL) to differentiate between atypical primary central nervous system lymphoma (PCNSL) and glioblastoma (GBM). One hundred and fifty-eight patients with pathologically confirmed typical PCNSL (n = 59), atypical PCNSL (hemorrhage, necrosis, or heterogeneous contrast enhancement, n = 29), and GBM (n = 70) were selected. Relative minimum ADC (rADC Atypical PCNSLs showed significantly lower rADC The combined evaluation of rADC • Atypical PCNSL is easily misdiagnosed as glioblastoma, which leads to unnecessary surgical resection. • The nET volume, ADC, and ASL-derived parameter (CBF) were lower for atypical PCNSL than that for glioblastoma. • The combination of multiple parameters performed well (AUC = 0.96) in the discrimination between atypical PCNSL and glioblastoma.",929
37171491,Performance and clinical applicability of machine learning in liver computed tomography imaging: a systematic review.,European radiology,2023,"Machine learning (ML) for medical imaging is emerging for several organs and image modalities. Our objectives were to provide clinicians with an overview of this field by answering the following questions: (1) How is ML applied in liver computed tomography (CT) imaging? (2) How well do ML systems perform in liver CT imaging? (3) What are the clinical applications of ML in liver CT imaging? A systematic review was carried out according to the guidelines from the PRISMA-P statement. The search string focused on studies containing content relating to artificial intelligence, liver, and computed tomography. One hundred ninety-one studies were included in the study. ML was applied to CT liver imaging by image analysis without clinicians' intervention in majority of studies while in newer studies the fusion of ML method with clinical intervention have been identified. Several were documented to perform very accurately on reliable but small data. Most models identified were deep learning-based, mainly using convolutional neural networks. Potentially many clinical applications of ML to CT liver imaging have been identified through our review including liver and its lesion segmentation and classification, segmentation of vascular structure inside the liver, fibrosis and cirrhosis staging, metastasis prediction, and evaluation of chemotherapy. Several studies attempted to provide transparent result of the model. To make the model convenient for a clinical application, prospective clinical validation studies are in urgent call. Computer scientists and engineers should seek to cooperate with health professionals to ensure this. • ML shows great potential for CT liver image tasks such as pixel-wise segmentation and classification of liver and liver lesions, fibrosis staging, metastasis prediction, and retrieval of relevant liver lesions from similar cases of other patients. • Despite presenting the result is not standardized, many studies have attempted to provide transparent results to interpret the machine learning method performance in the literature. • Prospective studies are in urgent call for clinical validation of ML method, preferably carried out by cooperation between clinicians and computer scientists.",2238
37171486,Development and validation of MRI-based radiomics model to predict recurrence risk in patients with endometrial cancer: a multicenter study.,European radiology,2023,"To develop a fusion model based on clinicopathological factors and MRI radiomics features for the prediction of recurrence risk in patients with endometrial cancer (EC). A total of 421 patients with histopathologically proved EC (101 recurrence vs. 320 non-recurrence EC) from four medical centers were included in this retrospective study, and were divided into the training (n = 235), internal validation (n = 102), and external validation (n = 84) cohorts. In total, 1702 radiomics features were respectively extracted from areas with different extensions for each patient. The extreme gradient boosting (XGBoost) classifier was applied to establish the clinicopathological model (CM), radiomics model (RM), and fusion model (FM). The performance of the established models was assessed by the discrimination, calibration, and clinical utility. Kaplan-Meier analysis was conducted to further determine the prognostic value of the models by evaluating the differences in recurrence-free survival (RFS) between the high- and low-risk patients of recurrence. The FMs showed better performance compared with the models based on clinicopathological or radiomics features alone but with a reduced tendency when the peritumoral area (PA) was extended. The FM based on intratumoral area (IA) [FM (IA)] had the optimal performance in predicting the recurrence risk in terms of the ROC, calibration curve, and decision curve analysis. Kaplan-Meier survival curves showed that high-risk patients of recurrence defined by FM (IA) had a worse RFS than low-risk ones of recurrence. The FM integrating intratumoral radiomics features and clinicopathological factors could be a valuable predictor for the recurrence risk of EC patients. An accurate prediction based on our developed FM (IA) for the recurrence risk of EC could facilitate making an individualized therapeutic decision and help avoid under- or over-treatment, therefore improving the prognosis of patients. • The fusion model combined clinicopathological factors and radiomics features exhibits the highest performance compared with the clinicopathological model and radiomics model. • Although higher values of area under the curve were observed for all fusion models, the performance tended to decrease with the extension of the peritumoral region. • Identifying patients with different risks of recurrence, the developed models can be used to facilitate individualized management.",2434
37166496,Evaluation of novel anti-CEACAM6 antibody-based conjugates for radioimmunotheranostics of pancreatic ductal adenocarcinoma.,European radiology,2023,"Pancreatic ductal adenocarcinoma (PDAC) is a highly malignant solid tumor that lacks early diagnostic methods. Recently, targeted immunotherapy and radiotherapy have been integrated with radionuclide-antibody conjugate drugs, which can be used for targeted diagnosis and dynamic imaging of tumors. CEACAM6 is overexpressed in pancreatic tumors and is a potential theranostic target for PDAC. We aimed to develop a novel targeted carrier for theranostics of PDAC and other solid tumors. Based on camelid heavy-chain-only antibodies, we developed a CEACAM6-targeting recombinant antibody NY004, and evaluated it as a novel antibody-carrier for imaging and therapy of cancer in tumor models. We labeled NY004 with theranostic nuclides and applied this self-developed antibody platform in diagnostic imaging and antitumor assessment in PDAC models. Through microPET, IHC, and biodistribution assays, targeting and biodistribution of [ As a drug platform for radiotheranostics, CEACAM6-specific antibody NY004 met the requirements of easy-labeling, targeting specificity, and effective persistence in pancreatic adenocarcinoma tissues. • [",1134
37166495,Introduction of a breast apparent diffusion coefficient category system (ADC-B) derived from a large multicenter MRI database.,European radiology,2023,"To develop an intuitive and generally applicable system for the reporting, assessment, and documentation of ADC to complement standard BI-RADS criteria. This was a multicentric, retrospective analysis of 11 independently conducted institutional review board-approved studies from seven institutions performed between 2007 and 2019. Breast Apparent Diffusion coefficient (ADC-B) categories comprised ADC-B0 (ADC non-diagnostic), ADC-B1 (no enhancing lesion), and ADC-B2-5. The latter was defined by plotting ADC versus cumulative malignancy rates. Statistics comprised ANOVA with post hoc testing and ROC analysis. p values ≤ 0.05 were considered statistically significant. A total of 1625 patients (age: 55.9 years (± 13.8)) with 1736 pathologically verified breast lesions were included. The mean ADC (× 10 The breast apparent diffusion coefficient system (ADC-B) provides a simple and widely applicable categorization scheme for assessment, documentation, and reporting of apparent diffusion coefficient values in contrast-enhancing breast lesions on MRI. The ADC-B system, based on diverse MRI examinations, is clinically relevant for stratifying breast cancer risk via apparent diffusion coefficient measurements, and complements BI-RADS for improved clinical decision-making and patient outcomes. • The breast apparent diffusion coefficient category system (ADC-B) is a simple tool for the assessment, documentation, and reporting of ADC values in contrast-enhancing breast lesions on MRI. • The categories comprise ADC-B0 for non-diagnostic examinations, ADC-B1 for examinations without an enhancing lesion, and ADC-B2-5 for enhancing lesions with an increasing malignancy rate. • The breast apparent diffusion coefficient category system may be used to complement BI-RADS in clinical decision-making.",1807
37166494,PET/MRI of hypoxia and vascular function in ER-positive breast cancer: correlations with immunohistochemistry.,European radiology,2023,"To explore the relationship between indices of hypoxia and vascular function from  Women aged  > 18 years with biopsy-confirmed, treatment-naïve primary ER + breast cancer underwent [ Of the lesions examined, 14/22 (64%) were ductal cancers, grade 2 or 3 (19/22; 86%), with 17/22 (77%) HER2-negative. [ Hypoxia measured by [ • Hypoxia, measured by [",349
37160427,MRI-based multiregional radiomics for preoperative prediction of tumor deposit and prognosis in resectable rectal cancer: a bicenter study.,European radiology,2023,"To build T2WI-based multiregional radiomics for predicting tumor deposit (TD) and prognosis in patients with resectable rectal cancer. A total of 208 patients with pathologically confirmed rectal cancer from two hospitals were prospectively enrolled. Intra- and peritumoral features were extracted separately from T2WI images and the least absolute shrinkage and selection operator was used to screen the most valuable radiomics features. Clinical-radiomics nomogram was developed by radiomics signatures and the most predictive clinical parameters. Prognostic model for 3-year recurrence-free survival (RFS) was constructed using univariate and multivariate Cox analysis. For TD, the area under the receiver operating characteristic curve (AUC) for intratumoral radiomics model was 0.956, 0.823, and 0.860 in the training cohort, test cohort, and external validation cohort, respectively. AUC for the peritumoral radiomics model was 0.929, 0.906, and 0.773 in the training cohort, test cohort, and external validation cohort, respectively. The AUC for combined intra- and peritumoral radiomics model was 0.976, 0.918, and 0.874 in the training cohort, test cohort, and external validation cohort, respectively. The AUC for clinical-radiomics nomogram was 0.989, 0.777, and 0.870 in the training cohort, test cohort, and external validation cohort, respectively. The prognostic model constructed by combining intra- and peritumoral radiomics signature score (radscore)-based TD and MRI-reported lymph nodes metastasis (LNM) indicated good performance for predicting 3-year RFS, with AUC of 0.824, 0.865, and 0.738 in the training cohort, test cohort and external validation cohort, respectively. Combined intra- and peritumoral radiomics model showed good performance for predicting TD. Combining intra- and peritumoral radscore-based TD and MRI-reported LNM indicated the recurrence risk. Combined intra- and peritumoral radiomics model could help accurately predict tumor deposits. Combining this predictive model-based tumor deposits with MRI-reported lymph node metastasis was associated with relapse risk of rectal cancer after surgery. • Combined intra- and peritumoral radiomics model provided better diagnostic performance than that of intratumoral and peritumoral radiomics model alone for predicting TD in rectal cancer. • The predictive performance of the clinical-radiomics nomogram was not improved compared with the combined intra- and peritumoral radiomics model for predicting TD. • The prognostic model constructed by combining intra- and peritumoral radscore-based TD and MRI-reported LNM showed good performance for assessing 3-year RFS.",2656
37158725,"Adnexal Lesion Imaging: Past, Present, and Future.",Radiology,2023,"Currently, imaging is part of the standard of care for patients with adnexal lesions prior to definitive management. Imaging can identify a physiologic finding or classic benign lesion that can be followed up conservatively. When one of these entities is not present, imaging is used to determine the probability of ovarian cancer prior to surgical consultation. Since the inclusion of imaging in the evaluation of adnexal lesions in the 1970s, the rate of surgery for benign lesions has decreased. More recently, data-driven Ovarian-Adnexal Reporting and Data System (O-RADS) scoring systems for US and MRI with standardized lexicons have been developed to allow for assignment of a cancer risk score, with the goal of further decreasing unnecessary interventions while expediting the care of patients with ovarian cancer. US is used as the initial modality for the assessment of adnexal lesions, while MRI is used when there is a clinical need for increased specificity and positive predictive value for the diagnosis of cancer. This article will review how the treatment of adnexal lesions has changed due to imaging over the decades; the current data supporting the use of US, CT, and MRI to determine the likelihood of cancer; and future directions of adnexal imaging for the early detection of ovarian cancer.",1315
37158719,Semiannual Breast US or MRI Screening in Patients with a Personal History of Breast Cancer.,Radiology,2023,"Background The wide variability of screening imaging use in patients with a personal history of breast cancer (PHBC) warrants investigation of its comparative clinical effectiveness. While more intensive screening with US or MRI at an interval of less than 1 year could increase early-stage breast cancer detection, its benefit has not been established. Purpose To investigate the outcomes of semiannual multimodality screening in patients with PHBC. Materials and Methods An academic medical center database was retrospectively searched for patients diagnosed with breast cancer between January 2015 and June 2018 who had undergone annual mammography with either semiannual incidence US or MRI screening from July 2019 to December 2019 and three subsequent semiannual screenings over a 2-year period. The primary outcome was second breast cancers diagnosed during follow-up. Examination-level cancer detection and interval cancer rates were calculated. Screening performances were compared with χ",997
37154952,Prostate cancer screening-stepping forward with MRI.,European radiology,2023,"To comprehensively review the literature on the integration of MRI as a diagnostic tool in prostate cancer screening and offer practical recommendations for optimising its use. Existing research studies, clinical guidelines and expert opinions were reviewed to support the optimisation standards for MRI use in screening. Consolidated screening principles were used to make appropriate recommendations regarding the integration of MRI into the diagnostic pathway. To strike a balance between the potential benefits of early detection on mortality and minimising the harm of over-diagnosing indolent cancers, it is necessary to have a clear understanding of the context of MRI use. The key to optimisation is patient selections and MRI-targeted biopsies. For men at higher-than-average risk, it is essential to use screening-specific MRI protocols and establish accuracy levels and interpretation criteria. Optimisation of readings by the automation of data acquisition, image quality monitoring, post-processing, radiologist certification and deep-learning computer-aided software is needed. The optimal utilisation of MRI involves its integration into a multistep diagnostic pathway, supported by a quality-assured and cost-effective infrastructure that ensures community-wide access to imaging. MRI in the prostate cancer screening pathway can bring substantial diagnostic benefits. By carefully considering its advantages, limitations and safety concerns and integrating it into a multistep diagnostic pathway, clinicians can improve outcomes while minimising harm to screening participants. The manuscript discusses the role of MRI in prostate cancer screening, highlighting its potential to improve accuracy and reduce overdiagnosis. It emphasises the importance of optimising protocols and integrating MRI into a multistep diagnostic pathway for successfully delivering screening benefits. • Population screening for prostate cancer is a new indication for prostate MRI that allows the detection of high-risk cancers while reducing the need for biopsies and associated harm. • To optimise prostate cancer screening using MRI, it is essential to redefine MRI protocols; establish accuracy levels, reliability and interpretation criteria; and optimise reading (including post-processing, image quality, radiologist certification, and deep-learning computer-aided software). • The optimal utilisation of MRI for prostate cancer screening would involve its integration into a multistep diagnostic pathway, supported by a quality-assured and cost-effective infrastructure that ensures community-wide access to imaging.",2619
37150781,Deep learning referral suggestion and tumour discrimination using explainable artificial intelligence applied to multiparametric MRI.,European radiology,2023,"An appropriate and fast clinical referral suggestion is important for intra-axial mass-like lesions (IMLLs) in the emergency setting. We aimed to apply an interpretable deep learning (DL) system to multiparametric MRI to obtain clinical referral suggestion for IMLLs, and to validate it in the setting of nontraumatic emergency neuroradiology. A DL system was developed in 747 patients with IMLLs ranging 30 diseases who underwent pre- and post-contrast T1-weighted (T1CE), FLAIR, and diffusion-weighted imaging (DWI). A DL system that segments IMLLs, classifies tumourous conditions, and suggests clinical referral among surgery, systematic work-up, medical treatment, and conservative treatment, was developed. The system was validated in an independent cohort of 130 emergency patients, and performance in referral suggestion and tumour discrimination was compared with that of radiologists using receiver operating characteristics curve, precision-recall curve analysis, and confusion matrices. Multiparametric interpretable visualisation of high-relevance regions from layer-wise relevance propagation overlaid on contrast-enhanced T1WI and DWI was analysed. The DL system provided correct referral suggestions in 94 of 130 patients (72.3%) and performed comparably to radiologists (accuracy 72.6%, McNemar test; p = .942). For distinguishing tumours from non-tumourous conditions, the DL system (AUC, 0.90 and AUPRC, 0.94) performed similarly to human readers (AUC, 0.81~0.92, and AUPRC, 0.88~0.95). Solid portions of tumours showed a high overlap of relevance, but non-tumours did not (Dice coefficient 0.77 vs. 0.33, p < .001), demonstrating the DL's decision. Our DL system could appropriately triage patients using multiparametric MRI and provide interpretability through multiparametric heatmaps, and may thereby aid neuroradiologic diagnoses in emergency settings. Our AI triages patients with raw MRI images to clinical referral pathways in brain intra-axial mass-like lesions. We demonstrate that the decision is based on the relative relevance between contrast-enhanced T1-weighted and diffusion-weighted images, providing explainability across multiparametric MRI data. • A deep learning (DL) system using multiparametric MRI suggested clinical referral to patients with intra-axial mass-like lesions (IMLLs) similar to radiologists (accuracy 72.3% vs. 72.6%). • In the differentiation of tumourous and non-tumourous conditions, the DL system (AUC, 0.90) performed similar with radiologists (AUC, 0.81-0.92). • The DL's decision basis for differentiating tumours from non-tumours can be quantified using multiparametric heatmaps obtained via the layer-wise relevance propagation method.",2702
37148355,Semi-automated segmentation methods of SSTR PET for dosimetry prediction in refractory meningioma patients treated by SSTR-targeted peptide receptor radionuclide therapy.,European radiology,2023,Tumor dosimetry with somatostatin receptor-targeted peptide receptor radionuclide therapy (SSTR-targeted PRRT) by  Thirty-nine meningioma lesions from twenty patients were analyzed. The ground truth PET and SPECT volumes (Vol Vol Accurate definition of pretherapeutic PET volumes is justified since SUV SUV • SUV,312
37148353,Diffusion-relaxation correlation spectrum imaging for predicting tumor consistency and gross total resection in patients with pituitary adenomas: a preliminary study.,European radiology,2023,"To evaluate the ability of diffusion-relaxation correlation spectrum imaging (DR-CSI) to predict the consistency and extent of resection (EOR) of pituitary adenomas (PAs). Forty-four patients with PAs were prospectively enrolled. Tumor consistency was evaluated at surgery as either soft or hard, followed by histological assessment. In vivo DR-CSI was performed and spectra were segmented following to a peak-based strategy into four compartments, designated A (low ADC), B (mediate ADC, short T2), C (mediate ADC, long T2), and D (high ADC). The corresponding volume fractions ([Formula: see text], [Formula: see text], [Formula: see text], [Formula: see text]) along with the ADC and T2 values were calculated and assessed using univariable analysis for discrimination between hard and soft PAs. Predictors of EOR > 95% were analyzed using logistic regression model and receiver-operating-characteristic analysis. Tumor consistency was classified as soft (n = 28) or hard (n = 16). Hard PAs presented higher [Formula: see text] (p = 0.001) and lower [Formula: see text] (p = 0.013) than soft PAs, while no significant difference was found in other parameters. [Formula: see text] significantly correlated with the level of collagen content (r = 0.448, p = 0.002). Knosp grade (odds ratio [OR], 0.299; 95% confidence interval [CI], 0.124-0.716; p = 0.007) and [Formula: see text] (OR, 0.834, per 1% increase; 95% CI, 0.731-0.951; p = 0.007) were independently associated with EOR > 95%. A prediction model based on these variables yielded an AUC of 0.934 (sensitivity, 90.9%; specificity, 90.9%), outperforming the Knosp grade alone (AUC, 0.785; p < 0.05). DR-CSI may serve as a promising tool to predict the consistency and EOR of PAs. DR-CSI provides an imaging dimension for characterizing tissue microstructure of PAs and may serve as a promising tool to predict the tumor consistency and extent of resection in patients with PAs. • DR-CSI provides an imaging dimension for characterizing tissue microstructure of PAs by visualizing the volume fraction and corresponding spatial distribution of four compartments ([Formula: see text], [Formula: see text], [Formula: see text], [Formula: see text]). • [Formula: see text] correlated with the level of collagen content and may be the best DR-CSI parameter for discrimination between hard and soft PAs. • The combination of Knosp grade and [Formula: see text] achieved an AUC of 0.934 for predicting the total or near-total resection, outperforming the Knosp grade alone (AUC, 0.785).",2537
37148350,Preoperative contrast-enhanced CT-based radiomics nomogram for differentiating benign and malignant primary retroperitoneal tumors.,European radiology,2023,"This study evaluated the ability of a preoperative contrast-enhanced CT (CECT)-based radiomics nomogram to differentiate benign and malignant primary retroperitoneal tumors (PRT). Images and data from 340 patients with pathologically confirmed PRT were randomly placed into training (n = 239) and validation sets (n = 101). Two radiologists independently analyzed all CT images and made measurements. Key characteristics were identified through least absolute shrinkage selection combined with four machine-learning classifiers (support vector machine, generalized linear model, random forest, and artificial neural network back propagation) to create a radiomics signature. Demographic data and CECT characteristics were analyzed to formulate a clinico-radiological model. Independent clinical variables were merged with the best-performing radiomics signature to develop a radiomics nomogram. The discrimination capacity and clinical value of three models were quantified by the area under the receiver operating characteristics (AUC), accuracy, and decision curve analysis. The radiomics nomogram was able to consistently differentiate between benign and malignant PRT in the training and validation datasets, with AUCs of 0.923 and 0.907, respectively. Decision curve analysis manifested that the nomogram achieved higher clinical net benefits than did separate use of the radiomics signature and clinico-radiological model. The preoperative nomogram is valuable for differentiating between benign and malignant PRT; it can also aid in treatment planning. • A noninvasive and accurate preoperative determination of benign and malignant PRT is crucial to identifying suitable treatments and predicting disease prognosis. • Associating the radiomics signature with clinical factors facilitates differentiation of malignant from benign PRT with improved diagnostic efficacy (AUC) and accuracy from 0.772 to 0.907 and from 0.723 to 0.842, respectively, compared with the clinico-radiological model alone. • For some PRT with anatomically special locations and when biopsy is extremely difficult and risky, a radiomics nomogram may provide a promising preoperative alternative for distinguishing benignity and malignancy.",2220
37145147,False-positive recalls in the prospective Malmö Breast Tomosynthesis Screening Trial.,European radiology,2023,"To evaluate the total number of false-positive recalls, including radiographic appearances and false-positive biopsies, in the Malmö Breast Tomosynthesis Screening Trial (MBTST). The prospective, population-based MBTST, with 14,848 participating women, was designed to compare one-view digital breast tomosynthesis (DBT) to two-view digital mammography (DM) in breast cancer screening. False-positive recall rates, radiographic appearances, and biopsy rates were analyzed. Comparisons were made between DBT, DM, and DBT + DM, both in total and in trial year 1 compared to trial years 2 to 5, with numbers, percentages, and 95% confidence intervals (CI). The false-positive recall rate was higher with DBT, 1.6% (95% CI 1.4; 1.8), compared to screening with DM, 0.8% (95% CI 0.7; 1.0). The proportion of the radiographic appearance of stellate distortion was 37.3% (91/244) with DBT, compared to 24.0% (29/121) with DM. The false-positive recall rate with DBT during trial year 1 was 2.6% (95% CI 1.8; 3.5), then stabilized at 1.5% (95% CI 1.3; 1.8) during trial years 2 to 5. The percentage of stellate distortion with DBT was 50% (19/38) trial year 1 compared to 35.0% (72/206) trial years 2 to 5. The higher false-positive recall rate with DBT compared to DM was mainly due to an increased detection of stellate findings. The proportion of these findings, as well as the DBT false-positive recall rate, was reduced after the first trial year. Assessment of false-positive recalls gives information on potential benefits and side effects in DBT screening. • The false-positive recall rate in a prospective digital breast tomosynthesis screening trial was higher compared to digital mammography, but still low compared to other trials. • The higher false-positive recall rate with digital breast tomosynthesis was mainly due to an increased detection of stellate findings; the proportion of these findings was reduced after the first trial year.",1945
37142868,Multiregional radiomics of brain metastasis can predict response to EGFR-TKI in metastatic NSCLC.,European radiology,2023,"To develop radiomics signatures from multiparametric magnetic resonance imaging (MRI) scans to detect epidermal growth factor receptor (EGFR) mutations and predict the response to EGFR-tyrosine kinase inhibitors (EGFR-TKIs) in non-small cell lung cancer (NSCLC) patients with brain metastasis (BM). We included 230 NSCLC patients with BM treated at our hospital between January 2017 and December 2021 and 80 patients treated at another hospital between July 2014 and October 2021 to form the primary and external validation cohorts, respectively. All patients underwent contrast-enhanced T1-weighted (T1C) and T2-weighted (T2W) MRI, and radiomics features were extracted from both the tumor active area (TAA) and peritumoral edema area (POA) for each patient. The least absolute shrinkage and selection operator (LASSO) was used to identify the most predictive features. Radiomics signatures (RSs) were constructed using logistic regression analysis. For predicting the EGFR mutation status, the created RS-EGFR-TAA and RS-EGFR- POA showed similar performance. By combination of TAA and POA, the multi-region combined RS (RS-EGFR-Com) achieved the highest prediction performance, with AUCs of 0.896, 0.856, and 0.889 in the primary training, internal validation, and external validation cohort, respectively. For predicting response to EGFR-TKI, the multi-region combined RS (RS-TKI-Com) generated the highest AUCs in the primary training (AUC = 0.817), internal validation (AUC = 0.788), and external validation (AUC = 0.808) cohort, respectively. Our findings suggested values of multiregional radiomics of BM for predicting EGFR mutations and response to EGFR-TKI. The application of radiomic analysis of multiparametric brain MRI has proven to be a promising tool to stratify which patients can benefit from EGFR-TKI therapy and to facilitate the precise therapeutics of NSCLC patients with brain metastases. • Multiregional radiomics can improve efficacy in predicting therapeutic response to EGFR-TKI therapy in NSCLC patients with brain metastasis. • The tumor active area (TAA) and peritumoral edema area (POA) may hold complementary information related to the therapeutic response to EGFR-TKI. • The developed multi-region combined radiomics signature achieved the best predictive performance and may be considered as a potential tool for predicting response to EGFR-TKI.",2380
37138190,Screening and diagnostic breast MRI: how do they impact surgical treatment? Insights from the MIPA study.,European radiology,2023,"To report mastectomy and reoperation rates in women who had breast MRI for screening (S-MRI subgroup) or diagnostic (D-MRI subgroup) purposes, using multivariable analysis for investigating the role of MRI referral/nonreferral and other covariates in driving surgical outcomes. The MIPA observational study enrolled women aged 18-80 years with newly diagnosed breast cancer destined to have surgery as the primary treatment, in 27 centres worldwide. Mastectomy and reoperation rates were compared using non-parametric tests and multivariable analysis. A total of 5828 patients entered analysis, 2763 (47.4%) did not undergo MRI (noMRI subgroup) and 3065 underwent MRI (52.6%); of the latter, 2441/3065 (79.7%) underwent MRI with preoperative intent (P-MRI subgroup), 510/3065 (16.6%) D-MRI, and 114/3065 S-MRI (3.7%). The reoperation rate was 10.5% for S-MRI, 8.2% for D-MRI, and 8.5% for P-MRI, while it was 11.7% for noMRI (p ≤ 0.023 for comparisons with D-MRI and P-MRI). The overall mastectomy rate (first-line mastectomy plus conversions from conserving surgery to mastectomy) was 39.5% for S-MRI, 36.2% for P-MRI, 24.1% for D-MRI, and 18.0% for noMRI. At multivariable analysis, using noMRI as reference, the odds ratios for overall mastectomy were 2.4 (p < 0.001) for S-MRI, 1.0 (p = 0.957) for D-MRI, and 1.9 (p < 0.001) for P-MRI. Patients from the D-MRI subgroup had the lowest overall mastectomy rate (24.1%) among MRI subgroups and the lowest reoperation rate (8.2%) together with P-MRI (8.5%). This analysis offers an insight into how the initial indication for MRI affects the subsequent surgical treatment of breast cancer. • Of 3065 breast MRI examinations, 79.7% were performed with preoperative intent (P-MRI), 16.6% were diagnostic (D-MRI), and 3.7% were screening (S-MRI) examinations. • The D-MRI subgroup had the lowest mastectomy rate (24.1%) among MRI subgroups and the lowest reoperation rate (8.2%) together with P-MRI (8.5%). • The S-MRI subgroup had the highest mastectomy rate (39.5%) which aligns with higher-than-average risk in this subgroup, with a reoperation rate (10.5%) not significantly different to that of all other subgroups.",2166
37133522,"Prediction of Ki-67 labeling index, ATRX mutation, and MGMT promoter methylation status in IDH-mutant astrocytoma by morphological MRI, SWI, DWI, and DSC-PWI.",European radiology,2023,"Noninvasive detection of molecular status of astrocytoma is of great clinical significance for predicting therapeutic response and prognosis. We aimed to evaluate whether morphological MRI (mMRI), SWI, DWI, and DSC-PWI could predict Ki-67 labeling index (LI), ATRX mutation, and MGMT promoter methylation status in IDH mutant (IDH-mut) astrocytoma. We retrospectively analyzed mMRI, SWI, DWI, and DSC-PWI in 136 patients with IDH-mut astrocytoma.The features of mMRI and intratumoral susceptibility signals (ITSS) were compared using Fisher exact test or chi-square tests. Wilcoxon rank sum test was used to compare the minimum ADC (ADC ITSS, ADC mMRI, SWI, DWI, and DSC-PWI were shown to have the potential to predict Ki-67 LI and ATRX mutation status in IDH-mut astrocytoma. A combination of mMRI and SWI may improve diagnostic performance for predicting Ki-67 LI and ATRX mutation status. Conventional MRI and functional MRI (SWI, DWI, and DSC-PWI) can predict Ki-67 expression and ATRX mutation status of IDH mutant astrocytoma, which may help clinicians determine personalized treatment plans and predict patient outcomes. • A combination of multimodal MRI may improve the diagnostic performance to predict Ki-67 LI and ATRX mutation status. • Compared with IDH-mutant astrocytoma with low Ki-67 LI, IDH-mutant astrocytoma with high Ki-67 LI was more likely to show necrosis, edema, enhancement, poorly defined margin, higher ITSS levels, lower ADC, and higher rCBV. • ATRX wild-type IDH-mutant astrocytoma was more likely to show edema, higher ITSS levels, and lower ADC compared to ATRX mutant IDH-mutant astrocytoma.",1624
37133519,Improved visualization of hepatic tumors in magnetic resonance-guided thermoablation using T1-inversion-recovery imaging with variable inversion time.,European radiology,2023,"In magnetic resonance (MR)-guided interventions, visualization of hepatic lesions may be difficult using standard unenhanced T1-weighted gradient-echo volume-interpolated breath-hold (VIBE) sequence due to low contrast. Inversion recovery (IR) imaging may have the potential to improve visualization without the necessity to apply contrast agent. Forty-four patients (mean age 64 years, female 33%) scheduled for MR-guided thermoablation due to liver malignancies (hepatocellular carcinoma or metastases) were prospectively included in this study between March 2020 and April 2022. Fifty-one liver lesions were intra-procedurally characterized before treatment. Unenhanced T1-VIBE was acquired as part of the standard imaging protocol. Additionally, T1-modified look-locker images were acquired with eight different inversion times (TI) between 148 and 1743 ms. Lesion-to-liver contrast (LLC) was compared between T1-VIBE and IR images for each TI. T1 relaxation times for liver lesions and liver parenchyma were calculated. Mean LLC in T1-VIBE sequence was 0.3 ± 0.1. In IR images, LLC was highest at TI 228 ms (1.04 ± 1.1) and significantly higher compared to T1-VIBE (p < 0.001). In subgroup analysis, lesions of colorectal carcinoma showed the highest LLC at 228 ms (1.14 ± 1.4), and hepatocellular carcinoma showed the highest LLC at 548 ms (1.06 ± 1.16). T1-relaxation times in liver lesions were higher compared to the adjacent liver parenchyma (1184 ± 456 vs. 654 ± 96 ms, p < 0.001). IR imaging is promising to provide improved visualization during unenhanced MR-guided liver interventions compared to standard T1-VIBE sequence when using specific TI. Low TI between 150 and 230 ms yields the highest contrast between liver parenchyma and malignant liver lesions. Improved visualization of hepatic lesions during MR-guided percutaneous interventions using inversion recovery imaging without the necessity to apply contrast agent. • Inversion recovery imaging is promising to provide improved visualization of liver lesions in unenhanced MRI. • Planning and guidance during MR-guided interventions in the liver can be performed with greater confidence without necessity to apply contrast agent. • Low TI between 150 and 230 ms yields the highest contrast between liver parenchyma and malignant liver lesions.",2316
